epsilon_total,regime,mae,clipping_bias,median_relative_error
1,sparse,25.59959211955258,12.137067379516544,1.0
1,dense,39.50695479731377,0.0,0.03289455346251072
1,sparse,23.35826288182356,6.3301653304887395,0.9023813839348712
1,dense,46.1342926123732,0.0,0.019079337480738277
1,sparse,20.49356318835103,5.853454677634894,0.8334733434178629
1,dense,32.22485022129624,0.0,0.023805396321060997
1,sparse,36.950197209119956,14.136959160566619,1.0
1,dense,35.018867758120145,0.0,0.01828451497736018
1,sparse,31.15231804590167,5.702477112434642,1.0
1,dense,39.82983755196178,0.0,0.023877524974788587
1,sparse,25.114781933751857,14.060370272697874,1.0
1,dense,36.77349149187318,0.0,0.02518156207397822
1,sparse,24.340016838720704,7.170991451620693,0.9072576554113851
1,dense,30.959528922610914,0.0,0.01876245544992796
1,sparse,19.504763367332345,19.08881554078574,0.8415069659472084
1,dense,32.24301663989153,0.0,0.022931052196867682
1,sparse,28.924908442417788,9.518636036473191,1.0
1,dense,35.804453048240156,0.0,0.021947750291481077
1,sparse,22.81508237062718,15.907537349052083,1.0
1,dense,41.0257464946371,0.0,0.017303939723862183
2,sparse,12.915785232557164,0.8089857375060752,0.4155812773805051
2,dense,18.184138648988668,0.0,0.014000479058852433
2,sparse,14.190966715763446,0.5356687611797902,0.37966830620295844
2,dense,17.14083400420827,0.0,0.005811129856139418
2,sparse,18.209447937792845,3.344642379485704,0.6325640468999126
2,dense,16.701623308525576,0.0,0.013994717258100598
2,sparse,12.88764367521357,0.7056262317877643,0.5863750382182584
2,dense,23.16844099630677,0.0,0.015219653881155391
2,sparse,13.618335109366305,1.9753184407981301,0.45669248453484856
2,dense,16.546889074965893,0.0,0.010122992099133837
2,sparse,19.51338001662968,0.0,0.5281641432915536
2,dense,16.672090257757585,0.0,0.012289609794390241
2,sparse,19.704249623207517,4.266680281065294,0.7426362409562247
2,dense,15.500059324477618,0.0,0.006377654420675887
2,sparse,9.809379125202659,2.085590038649033,0.18927682301966742
2,dense,19.909285761748006,0.0,0.009448746913140755
